#chr	start	end	name	null_scale	alt_scale	alt_subscale	lnlratio	pval
0	0	200	1	0.23154	0.22689	2.15571	2.90031	0.00801
1	200	400	2	0.33219	0.32394	2.42548	6.01714	0.00026
2	400	600	3	0.13544	0.13164	2.66124	3.08590	0.00649
3	600	800	4	0.26041	0.25205	2.88409	7.10373	0.00008
4	800	1000	5	0.30647	0.29290	3.66550	14.46397	0.00000
5	1000	1200	6	0.22817	0.22256	2.43925	4.05175	0.00221
6	1200	1400	7	0.11905	0.11379	3.69079	6.05408	0.00025
7	1400	1600	8	0.14257	0.13670	3.48498	6.30797	0.00019
8	1600	1800	9	0.61760	0.61648	1.09523	0.07092	0.35323
9	1800	2000	10	0.18300	0.17618	3.21902	6.90175	0.00010
10	2000	2200	11	0.17102	0.16075	4.70980	14.01260	0.00000
11	2200	2400	12	0.32153	0.31564	2.03946	3.31993	0.00499
12	2400	2600	13	0.27428	0.26621	2.70257	6.58207	0.00014
13	2600	2800	14	0.23356	0.22555	3.03330	7.60015	0.00005
14	2800	3000	15	0.17219	0.15567	7.25005	30.31246	0.00000
15	3000	3200	16	0.19282	0.18357	3.88378	11.18466	0.00000
16	3200	3400	17	0.18889	0.18057	3.65120	9.31985	0.00001
17	3400	3600	18	0.15109	0.14379	3.95383	8.96728	0.00001
18	3600	3800	19	0.12055	0.11544	3.55701	5.81988	0.00032
19	3800	4000	20	0.08557	0.07459	9.89472	23.40096	0.00000
20	4000	4200	21	0.11801	0.11357	3.24715	4.66909	0.00112
21	4200	4400	22	0.24542	0.23082	4.72048	19.13015	0.00000
22	4400	4600	23	0.21533	0.20606	3.58643	9.79921	0.00000
23	4600	4800	24	0.18376	0.18179	1.61138	0.75713	0.10925
24	4800	5000	25	0.22865	0.21799	3.79828	12.15399	0.00000
25	5000	5200	26	0.21119	0.20689	2.17992	2.74837	0.00953
26	5200	5400	27	0.20686	0.19751	3.71134	10.54296	0.00000
27	5400	5600	28	0.07564	0.06368	12.70027	27.93467	0.00000
28	5600	5800	29	0.14659	0.13916	4.09573	9.35754	0.00001
29	5800	6000	30	0.16539	0.16240	2.05097	1.78255	0.02950
30	6000	6200	31	0.25598	0.24644	3.20481	9.27552	0.00001
31	6200	6400	32	0.07693	0.06979	6.95728	13.42317	0.00000
32	6400	6600	33	0.23465	0.22345	3.84840	13.36520	0.00000
33	6600	6800	34	0.18784	0.17948	3.72121	9.41805	0.00001
34	6800	7000	35	0.13604	0.12176	7.97670	27.52972	0.00000
35	7000	7200	36	0.17719	0.15948	7.57735	33.00541	0.00000
36	7200	7400	37	0.16359	0.15758	3.18100	5.91190	0.00029
37	7400	7600	38	0.14729	0.13842	4.73566	12.34731	0.00000
38	7600	7800	39	0.13652	0.13156	3.18691	4.96463	0.00081
39	7800	8000	40	0.13650	0.13087	3.47991	6.15079	0.00023
40	8000	8200	41	0.17422	0.16448	4.46691	12.49538	0.00000
41	8200	8400	42	0.17147	0.16192	4.42412	12.39591	0.00000
42	8400	8600	43	0.09643	0.09080	4.59045	7.82079	0.00004
43	8600	8800	44	0.17138	0.16642	2.68580	4.18192	0.00191
44	8800	9000	45	0.12711	0.11606	6.57956	19.64520	0.00000
45	9000	9200	46	0.26445	0.25137	3.99257	15.73718	0.00000
46	9200	9400	47	0.23810	0.22610	4.05818	14.35034	0.00000
47	9400	9600	48	0.24582	0.23477	3.68680	12.25135	0.00000
48	9600	9800	49	0.25498	0.25206	1.64644	1.12971	0.06640
49	9800	10000	50	0.15027	0.14227	4.24475	10.40548	0.00000
50	10000	10200	51	0.15665	0.14552	5.45441	16.99296	0.00000
51	10200	10400	52	0.29868	0.29516	1.66210	1.36792	0.04906
52	10400	10600	53	0.19675	0.18863	3.46816	8.67628	0.00002
53	10600	10800	54	0.34166	0.32818	3.35738	13.20051	0.00000
54	10800	11000	55	0.22841	0.21789	3.77369	11.54438	0.00000
55	11000	11200	56	0.13379	0.11682	9.90563	34.29577	0.00000
56	11200	11400	57	0.23785	0.22706	3.74059	11.66830	0.00000
57	11400	11600	58	0.16990	0.15788	5.41157	17.86947	0.00000
