#chr	start	end	name	null_scale	alt_scale	alt_subscale	lnlratio	pval
0	0	200	1	0.24646	0.24005	2.50783	4.90501	0.00087
1	200	400	2	0.32053	0.30922	3.08650	10.40936	0.00000
2	400	600	3	0.15683	0.15227	2.72311	3.91065	0.00258
3	600	800	4	0.25800	0.24990	2.84071	6.91724	0.00010
4	800	1000	5	0.30845	0.29803	2.96002	9.32815	0.00001
5	1000	1200	6	0.24128	0.23614	2.22960	3.36412	0.00474
6	1200	1400	7	0.12567	0.12064	3.38871	5.48039	0.00047
7	1400	1600	8	0.15216	0.14473	3.97168	9.04034	0.00001
8	1600	1800	9	0.61839	0.61694	1.12364	0.11245	0.31766
9	1800	2000	10	0.19392	0.18448	3.94110	11.37806	0.00000
10	2000	2200	11	0.19992	0.18752	4.88429	16.67406	0.00000
11	2200	2400	12	0.33744	0.33389	1.58889	1.23980	0.05767
12	2400	2600	13	0.25437	0.25295	1.31092	0.29730	0.22032
13	2600	2800	14	0.24581	0.24286	1.67976	1.21568	0.05946
14	2800	3000	15	0.15911	0.15197	3.69116	8.32178	0.00002
15	3000	3200	16	0.20618	0.20142	2.33566	3.26442	0.00531
16	3200	3400	17	0.21575	0.20838	3.02456	6.85666	0.00011
17	3400	3600	18	0.15290	0.14821	2.82686	4.13834	0.00201
18	3600	3800	19	0.15086	0.14004	5.52208	16.83979	0.00000
19	3800	4000	20	0.10564	0.09804	5.57580	11.88820	0.00000
20	4000	4200	21	0.10986	0.09845	7.92260	21.72701	0.00000
21	4200	4400	22	0.25419	0.24137	4.05963	15.38830	0.00000
22	4400	4600	23	0.22150	0.21492	2.72630	5.50529	0.00045
23	4600	4800	24	0.18820	0.18277	2.70827	4.54327	0.00129
24	4800	5000	25	0.26410	0.25396	3.27783	10.35513	0.00000
25	5000	5200	26	0.19360	0.18609	3.32890	7.63461	0.00005
26	5200	5400	27	0.21212	0.19752	5.27718	21.27459	0.00000
27	5400	5600	28	0.08544	0.07621	8.14067	18.42481	0.00000
28	5600	5800	29	0.13936	0.13109	4.64054	11.48035	0.00000
29	5800	6000	30	0.16851	0.15800	4.84857	14.99087	0.00000
30	6000	6200	31	0.30145	0.29832	1.58011	1.07229	0.07154
31	6200	6400	32	0.09483	0.08538	7.55932	17.92060	0.00000
32	6400	6600	33	0.22375	0.21055	4.64755	17.82382	0.00000
33	6600	6800	34	0.18472	0.17584	3.91119	10.59169	0.00000
34	6800	7000	35	0.13821	0.12984	4.77032	11.71274	0.00000
35	7000	7200	36	0.16132	0.14789	6.27105	22.65723	0.00000
36	7200	7400	37	0.14942	0.14211	3.97349	9.07300	0.00001
37	7400	7600	38	0.14616	0.14078	3.18776	5.46131	0.00047
38	7600	7800	39	0.13981	0.12883	5.99331	18.13209	0.00000
39	7800	8000	40	0.15765	0.15256	2.90855	4.75906	0.00102
40	8000	8200	41	0.19377	0.18654	3.22381	6.79214	0.00011
41	8200	8400	42	0.16777	0.16471	2.06087	1.80783	0.02862
42	8400	8600	43	0.08800	0.07959	7.19852	15.82543	0.00000
43	8600	8800	44	0.16493	0.16389	1.35924	0.25056	0.23951
44	8800	9000	45	0.14754	0.14008	4.08014	9.33513	0.00001
45	9000	9200	46	0.25813	0.25219	2.33355	3.97289	0.00241
46	9200	9400	47	0.23594	0.22912	2.69634	5.40465	0.00050
47	9400	9600	48	0.23989	0.23179	2.99074	7.39947	0.00006
48	9600	9800	49	0.27426	0.26881	2.15076	3.32323	0.00497
49	9800	10000	50	0.14944	0.14202	4.03641	9.18628	0.00001
50	10000	10200	51	0.16465	0.15653	4.05992	9.83359	0.00000
51	10200	10400	52	0.31887	0.30583	3.39439	13.35928	0.00000
52	10400	10600	53	0.20933	0.20219	3.02502	6.64902	0.00013
53	10600	10800	54	0.29631	0.28914	2.38743	4.99884	0.00078
54	10800	11000	55	0.21784	0.21038	3.02111	6.85284	0.00011
55	11000	11200	56	0.16136	0.14658	6.97654	26.54302	0.00000
56	11200	11400	57	0.21177	0.20207	3.75080	11.29356	0.00000
57	11400	11600	58	0.18353	0.17306	4.47992	13.98682	0.00000
58	11600	11800	59	0.09598	0.08686	7.16407	16.79568	0.00000
59	11800	12000	60	0.20751	0.19974	3.20944	7.49045	0.00005
60	12000	12200	61	0.20245	0.19734	2.45937	3.84790	0.00277
61	12200	12400	62	0.21306	0.20551	3.10535	7.39537	0.00006
