#chr	start	end	name	null_scale	alt_scale	alt_subscale	lnlratio	pval
0	0	200	1	0.32367	0.31454	1.69253	0.55328	0.14642
1	200	400	2	0.61146	0.59622	1.59986	0.80376	0.10242
2	400	600	3	0.32837	0.32837	1.00000	0.00000	0.50000
3	600	800	4	0.34506	0.34506	1.00000	0.00000	1.00000
4	800	1000	5	0.56076	0.55237	1.35969	0.28241	0.22616
5	1000	1200	6	0.32001	0.32001	1.00000	0.00000	0.50000
6	1200	1400	7	1.13307	1.13307	1.00000	0.00000	0.50000
7	1400	1600	8	0.90596	0.89261	1.34880	0.41946	0.17985
8	1600	1800	9	0.54881	0.53579	1.57328	0.63109	0.13062
9	1800	2000	10	0.72573	0.72512	1.01963	0.00106	0.48168
10	2000	2200	11	1.15014	1.15014	1.00000	0.00000	0.50000
11	2200	2400	12	0.32064	0.30183	2.49883	2.07313	0.02086
12	2400	2600	13	0.68633	0.68333	1.10295	0.03083	0.40194
13	2600	2800	14	0.74171	0.72726	1.46530	0.60581	0.13551
14	2800	3000	15	0.60696	0.60096	1.23483	0.13815	0.29957
15	3000	3200	16	0.50692	0.47720	2.48513	3.20929	0.00565
16	3200	3400	17	0.90086	0.90087	1.00000	0.00000	0.50000
17	3400	3600	18	0.70789	0.65864	2.76734	5.99384	0.00027
18	3600	3800	19	0.35696	0.35696	1.00000	0.00000	1.00000
19	3800	4000	20	0.24208	0.22492	2.83355	2.21505	0.01766
20	4000	4200	21	0.91199	0.90911	1.07250	0.01984	0.42106
21	4200	4400	22	0.77769	0.77389	1.11472	0.04261	0.38517
22	4400	4600	23	0.59602	0.58514	1.43800	0.44334	0.17319
23	4600	4800	24	0.74605	0.74074	1.16940	0.08728	0.33804
24	4800	5000	25	0.76361	0.76361	1.00000	0.00000	0.50000
25	5000	5200	26	0.45291	0.43517	1.96314	1.38412	0.04808
26	5200	5400	27	0.37362	0.36232	1.74140	0.73049	0.11339
27	5400	5600	28	0.47707	0.47707	1.00000	0.00000	0.50000
28	5600	5800	29	0.80781	0.80085	1.20504	0.13929	0.29882
29	5800	6000	30	0.41976	0.40531	1.84756	1.02440	0.07616
30	6000	6200	31	0.73499	0.72508	1.32230	0.30028	0.21918
31	6200	6400	32	0.76796	0.74907	1.59249	0.96570	0.08230
32	6400	6600	33	0.73762	0.72329	1.46273	0.60220	0.13622
33	6600	6800	34	0.40732	0.37838	2.81820	3.59844	0.00365
34	6800	7000	35	0.50295	0.48755	1.75118	0.98967	0.07973
35	7000	7200	36	0.45575	0.45226	1.18375	0.06331	0.36098
36	7200	7400	37	0.67294	0.64533	2.00572	2.16894	0.01864
37	7400	7600	38	0.54791	0.53915	1.38029	0.30934	0.21577
38	7600	7800	39	0.77334	0.77334	1.00000	0.00000	0.50000
39	7800	8000	40	1.26670	1.26527	1.02622	0.00373	0.46557
40	8000	8200	41	0.95502	0.95502	1.00000	0.00000	0.50000
41	8200	8400	42	0.48063	0.46924	1.57709	0.57751	0.14125
42	8400	8600	43	0.53622	0.53607	1.00670	0.00009	0.49474
43	8600	8800	44	0.40414	0.37961	2.56035	2.78798	0.00910
44	8800	9000	45	1.18766	1.16504	1.44302	0.89315	0.09069
45	9000	9200	46	1.11376	1.09623	1.36730	0.57917	0.14091
46	9200	9400	47	0.95030	0.92088	1.75111	1.84865	0.02725
47	9400	9600	48	0.67615	0.66371	1.44251	0.50542	0.15735
48	9600	9800	49	0.47840	0.47145	1.35030	0.23273	0.24754
49	9800	10000	50	0.27646	0.27457	1.16609	0.03148	0.40095
50	10000	10200	51	0.43101	0.42639	1.25669	0.11490	0.31584
51	10200	10400	52	0.87871	0.87871	1.00000	0.00000	0.50000
52	10400	10600	53	1.07975	1.07975	1.00000	0.00000	0.49999
53	10600	10800	54	0.80461	0.80461	1.00000	0.00000	0.50000
54	10800	11000	55	0.89926	0.88688	1.32399	0.36943	0.19501
55	11000	11200	56	0.20284	0.19316	2.20709	0.92282	0.08715
56	11200	11400	57	1.47019	1.47019	1.00000	0.00000	0.50000
57	11400	11600	58	0.77181	0.75830	1.41902	0.51494	0.15509
58	11600	11800	59	0.86344	0.84336	1.55343	0.93253	0.08602
59	11800	12000	60	0.91999	0.91999	1.00000	0.00000	1.00000
60	12000	12200	61	0.61614	0.59651	1.77932	1.30064	0.05339
61	12200	12400	62	0.29653	0.27287	3.07653	3.34950	0.00482
62	12400	12600	63	0.82170	0.79109	1.91229	2.24199	0.01711
63	12600	12800	64	0.87508	0.87508	1.00000	0.00000	0.50000
64	12800	13000	65	0.40664	0.40146	1.30553	0.14950	0.29225
65	13000	13200	66	0.59020	0.59020	1.00000	0.00000	0.49999
66	13200	13400	67	0.94948	0.91968	1.75514	1.85594	0.02701
67	13400	13600	68	0.72125	0.70213	1.63838	1.06456	0.07226
68	13600	13800	69	0.68472	0.66805	1.58425	0.85239	0.09583
69	13800	14000	70	0.59492	0.58822	1.26889	0.17493	0.27709
70	14000	14200	71	1.34894	1.30636	1.75715	2.59033	0.01142
71	14200	14400	72	0.50168	0.50168	1.00000	0.00000	0.50000
72	14400	14600	73	0.67219	0.67131	1.03179	0.00283	0.47003
73	14600	14800	74	0.99173	0.98810	1.08590	0.03117	0.40142
74	14800	15000	75	0.70494	0.70494	1.00000	0.00000	0.50000
75	15000	15200	76	0.52534	0.51992	1.24903	0.13127	0.30419
76	15200	15400	77	0.78421	0.78421	1.00000	0.00000	0.50000
77	15400	15600	78	0.90506	0.90245	1.06597	0.01644	0.42806
78	15600	15800	79	0.66795	0.65974	1.29145	0.22733	0.25006
79	15800	16000	80	0.40727	0.40727	1.00000	0.00000	0.50000
80	16000	16200	81	0.74521	0.73538	1.31354	0.28690	0.22438
81	16200	16400	82	0.59708	0.57645	1.85827	1.48644	0.04234
82	16400	16600	83	0.67274	0.66303	1.34594	0.29979	0.21937
83	16600	16800	84	1.05224	1.05117	1.02345	0.00250	0.47182
84	16800	17000	85	0.69378	0.69160	1.07384	0.01644	0.42806
85	17000	17200	86	0.48076	0.45919	2.12182	1.88838	0.02598
86	17200	17400	87	0.40454	0.40345	1.06444	0.00701	0.45287
87	17400	17600	88	0.79141	0.79141	1.00000	0.00000	0.50000
88	17600	17800	89	0.70127	0.70127	1.00000	0.00000	0.50000
89	17800	18000	90	0.60163	0.59988	1.06879	0.01183	0.43889
90	18000	18200	91	0.76966	0.76966	1.00000	0.00000	0.50000
91	18200	18400	92	0.58095	0.55892	1.93745	1.66619	0.03396
92	18400	18600	93	0.87778	0.87778	1.00000	0.00000	0.50000
93	18600	18800	94	0.61288	0.61288	1.00000	0.00000	0.50000
94	18800	19000	95	1.35480	1.35106	1.06170	0.02116	0.41850
95	19000	19200	96	0.42993	0.41111	2.08809	1.61564	0.03612
96	19200	19400	97	0.41067	0.38725	2.44661	2.55837	0.01185
97	19400	19600	98	1.01174	1.01174	1.00000	0.00000	1.00000
98	19600	19800	99	0.61933	0.60452	1.57606	0.75878	0.10899
99	19800	20000	100	0.92969	0.90863	1.54226	0.99032	0.07966
100	20000	20200	101	1.12881	1.10227	1.56194	1.28512	0.05445
101	20200	20400	102	0.16384	0.15704	2.04425	0.57817	0.14111
102	20400	20600	103	0.44481	0.44101	1.20423	0.07619	0.34814
103	20600	20800	104	0.22164	0.22164	1.00000	0.00000	0.50000
104	20800	21000	105	0.88559	0.86272	1.62149	1.22205	0.05898
105	21000	21200	106	1.15825	1.14166	1.33473	0.49797	0.15915
106	21200	21400	107	0.58345	0.58345	1.00000	0.00000	0.49999
107	21400	21600	108	1.18103	1.17185	1.18015	0.15203	0.29068
108	21600	21800	109	0.72916	0.72916	1.00000	0.00000	0.50000
109	21800	22000	110	0.46976	0.45590	1.72151	0.83100	0.09867
110	22000	22200	111	0.79497	0.79198	1.08758	0.02568	0.41036
111	22200	22400	112	0.44156	0.40525	3.13148	5.13911	0.00067
112	22400	22600	113	0.26273	0.26021	1.23188	0.05763	0.36712
113	22600	22800	114	0.66991	0.65276	1.62479	0.95098	0.08393
114	22800	23000	115	0.98739	0.98739	1.00000	0.00000	0.50000
115	23000	23200	116	0.39619	0.36622	2.95708	3.94143	0.00250
116	23200	23400	117	0.59264	0.57586	1.68790	0.98175	0.08057
117	23400	23600	118	0.42693	0.42693	1.00000	0.00000	0.50000
118	23600	23800	119	0.84142	0.81710	1.69543	1.43588	0.04507
119	23800	24000	120	0.85362	0.84383	1.26775	0.24443	0.24222
120	24000	24200	121	0.49609	0.49609	1.00000	0.00000	0.50000
121	24200	24400	122	0.58777	0.55120	2.59803	4.11923	0.00205
122	24400	24600	123	1.67203	1.62342	1.67200	2.57977	0.01156
123	24600	24800	124	0.34163	0.32837	1.95619	1.03039	0.07557
124	24800	25000	125	0.86226	0.85765	1.12654	0.05807	0.36663
