#chr	start	end	name	null_scale	alt_scale	alt_subscale	lnlratio	pval
0	0	200	1	0.59136	0.53175	3.70257	9.59229	0.00001
1	200	400	2	1.05429	1.01916	1.80386	2.28412	0.01628
2	400	600	3	1.35345	1.30103	1.93626	3.68580	0.00331
3	600	800	4	0.86117	0.79922	2.84155	7.70845	0.00004
4	800	1000	5	0.46993	0.44739	2.20876	2.06711	0.02101
5	1000	1200	6	0.91379	0.88743	1.69900	1.52027	0.04060
6	1200	1400	7	0.77451	0.72173	2.73854	6.23247	0.00021
7	1400	1600	8	0.53943	0.49713	3.03365	5.70142	0.00037
8	1600	1800	9	0.44772	0.42900	2.03272	1.51373	0.04093
9	1800	2000	10	0.91140	0.88369	1.73328	1.66549	0.03399
10	2000	2200	11	0.79554	0.77368	1.66009	1.23166	0.05827
11	2200	2400	12	1.03441	1.00191	1.75792	1.99288	0.02294
12	2400	2600	13	0.99055	0.95954	1.75472	1.87420	0.02643
13	2600	2800	14	0.82455	0.76975	2.68742	6.36476	0.00018
14	2800	3000	15	0.65285	0.57648	4.20984	13.63973	0.00000
15	3000	3200	16	0.68830	0.62415	3.45118	9.51934	0.00001
16	3200	3400	17	0.76370	0.73525	1.92545	2.12518	0.01962
17	3400	3600	18	0.92179	0.87696	2.19582	3.95427	0.00246
18	3600	3800	19	0.60182	0.57191	2.23054	2.78813	0.00910
19	3800	4000	20	0.97859	0.94938	1.72645	1.75521	0.03049
20	4000	4200	21	0.60979	0.57968	2.24034	2.84685	0.00851
21	4200	4400	22	1.13315	1.04211	3.07075	11.93363	0.00000
22	4400	4600	23	0.87163	0.81979	2.48918	5.50718	0.00045
23	4600	4800	24	0.93102	0.91470	1.41716	0.61444	0.13381
24	4800	5000	25	0.78897	0.73367	2.78436	6.45002	0.00016
25	5000	5200	26	0.43182	0.40365	2.67651	3.33079	0.00493
26	5200	5400	27	1.05540	1.01231	1.99972	3.42345	0.00444
27	5400	5600	28	0.24487	0.18515	8.84028	17.28784	0.00000
28	5600	5800	29	0.61952	0.55998	3.54903	9.17430	0.00001
29	5800	6000	30	0.42930	0.41090	2.06342	1.56805	0.03829
30	6000	6200	31	1.21596	1.15776	2.17960	5.06524	0.00073
31	6200	6400	32	0.79133	0.73823	2.69697	6.05581	0.00025
32	6400	6600	33	1.04571	1.00960	1.83485	2.40182	0.01420
33	6600	6800	34	0.94778	0.93693	1.27126	0.27129	0.23068
34	6800	7000	35	0.91409	0.84658	2.90155	8.31316	0.00002
35	7000	7200	36	0.96757	0.90294	2.70054	7.41215	0.00006
36	7200	7400	37	0.89928	0.83522	2.81751	7.59542	0.00005
37	7400	7600	38	0.61445	0.55638	3.51293	8.97639	0.00001
38	7600	7800	39	0.96407	0.93368	1.77040	1.91392	0.02520
39	7800	8000	40	0.67334	0.60302	3.79932	11.55831	0.00000
40	8000	8200	41	0.83092	0.79162	2.17868	3.54444	0.00388
41	8200	8400	42	0.83340	0.78320	2.52174	5.37504	0.00052
42	8400	8600	43	1.06749	1.00178	2.52796	6.90302	0.00010
43	8600	8800	44	0.64660	0.57122	4.16611	13.44467	0.00000
44	8800	9000	45	0.97096	0.90069	2.84193	8.47159	0.00002
45	9000	9200	46	0.89284	0.88485	1.21027	0.16182	0.28471
46	9200	9400	47	0.96419	0.89114	2.94620	9.23359	0.00001
47	9400	9600	48	0.96651	0.88406	3.24078	11.57785	0.00000
48	9600	9800	49	0.67219	0.63528	2.38463	3.76511	0.00303
49	9800	10000	50	0.63748	0.57638	3.54209	9.58950	0.00001
50	10000	10200	51	1.10502	1.06834	1.80132	2.40679	0.01412
51	10200	10400	52	0.65973	0.62188	2.44683	3.96245	0.00244
52	10400	10600	53	0.63759	0.59001	2.92745	6.15963	0.00022
53	10600	10800	54	0.55292	0.48747	4.23011	11.81209	0.00000
54	10800	11000	55	0.81222	0.73722	3.44421	11.12793	0.00000
55	11000	11200	56	0.86858	0.85370	1.40617	0.53786	0.14983
56	11200	11400	57	1.02176	0.93546	3.18471	11.66207	0.00000
57	11400	11600	58	0.67655	0.58346	4.85149	18.59795	0.00000
58	11600	11800	59	0.57248	0.52096	3.35005	7.51675	0.00005
59	11800	12000	60	0.42149	0.37920	3.67526	6.90000	0.00010
60	12000	12200	61	1.48521	1.44620	1.61351	1.92727	0.02481
61	12200	12400	62	0.39777	0.35862	3.63184	6.28277	0.00020
62	12400	12600	63	0.62471	0.57679	2.97418	6.33267	0.00019
