#chr	start	end	name	null_scale	alt_scale	alt_subscale	lnlratio	pval
0	0	200	1	0.48106	0.44104	3.17983	5.69699	0.00037
1	200	400	2	0.35690	0.30388	5.20900	11.57467	0.00000
2	400	600	3	1.15830	1.09186	2.43063	6.65263	0.00013
3	600	800	4	1.22337	1.17973	1.86538	2.94502	0.00761
4	800	1000	5	1.33808	1.31164	1.46287	1.05765	0.07292
5	1000	1200	6	0.47490	0.38016	6.99423	24.39949	0.00000
6	1200	1400	7	0.90317	0.83161	3.04081	9.36946	0.00001
7	1400	1600	8	1.13880	1.00423	4.19186	23.07660	0.00000
8	1600	1800	9	0.76397	0.73121	2.05787	2.71360	0.00991
9	1800	2000	10	0.41590	0.34562	5.90094	16.33488	0.00000
10	2000	2200	11	0.74762	0.68957	3.00750	7.54791	0.00005
11	2200	2400	12	0.25974	0.22948	4.17650	5.56742	0.00042
12	2400	2600	13	0.65199	0.57183	4.37857	14.61746	0.00000
13	2600	2800	14	0.48645	0.40894	5.57747	17.18764	0.00000
14	2800	3000	15	0.97689	0.93914	1.93244	2.79452	0.00904
15	3000	3200	16	1.06685	1.04719	1.43051	0.74876	0.11053
16	3200	3400	17	0.65142	0.58101	3.89954	11.93957	0.00000
17	3400	3600	18	0.87109	0.80442	2.96028	8.59966	0.00002
18	3600	3800	19	0.80121	0.76000	2.28422	3.92791	0.00253
19	3800	4000	20	0.84938	0.78640	2.89476	7.94950	0.00003
20	4000	4200	21	1.55579	1.53091	1.36869	0.78756	0.10473
21	4200	4400	22	0.35009	0.25210	10.47585	30.67955	0.00000
22	4400	4600	23	0.59118	0.47774	6.79699	27.85166	0.00000
23	4600	4800	24	0.68107	0.60532	3.99789	12.87468	0.00000
24	4800	5000	25	0.84679	0.77986	3.02733	8.92517	0.00001
25	5000	5200	26	0.39693	0.33930	5.07977	12.02125	0.00000
26	5200	5400	27	1.15638	1.08921	2.45177	6.76283	0.00012
27	5400	5600	28	1.13404	1.05385	2.79601	9.62754	0.00001
28	5600	5800	29	0.38852	0.34434	4.09409	7.84360	0.00004
29	5800	6000	30	0.46768	0.42120	3.71503	7.59483	0.00005
30	6000	6200	31	0.68890	0.58817	5.13684	21.18413	0.00000
31	6200	6400	32	0.48089	0.42222	4.35387	10.90991	0.00000
32	6400	6600	33	0.36182	0.31348	4.70158	9.78501	0.00000
33	6600	6800	34	0.78684	0.70653	3.71072	12.80947	0.00000
34	6800	7000	35	0.67559	0.61388	3.38767	9.05918	0.00001
35	7000	7200	36	0.62795	0.57961	2.99155	6.38510	0.00018
36	7200	7400	37	0.61505	0.53765	4.45051	14.47546	0.00000
37	7400	7600	38	0.69678	0.62701	3.63280	10.91501	0.00000
38	7600	7800	39	0.73683	0.70217	2.16818	3.05636	0.00671
39	7800	8000	40	0.77613	0.74057	2.12523	2.99787	0.00717
40	8000	8200	41	0.90228	0.84582	2.58658	6.25252	0.00020
41	8200	8400	42	0.38901	0.32288	5.94994	15.24927	0.00000
42	8400	8600	43	0.86297	0.83766	1.71226	1.48644	0.04234
43	8600	8800	44	0.67808	0.61759	3.34446	8.90451	0.00001
44	8800	9000	45	0.60036	0.56636	2.42056	3.61084	0.00360
45	9000	9200	46	0.91065	0.88366	1.70844	1.58697	0.03741
46	9200	9400	47	0.40838	0.33673	6.12735	16.72343	0.00000
47	9400	9600	48	0.90839	0.81427	3.74957	14.86895	0.00000
