#chr	start	end	name	null_scale	alt_scale	alt_subscale	lnlratio	pval
0	0	200	1	1.52333	1.37921	3.51116	21.14526	0.00000
1	200	400	2	1.06753	0.95532	3.85185	17.51943	0.00000
2	400	600	3	0.89159	0.80612	3.60364	13.06729	0.00000
3	600	800	4	1.23276	1.04425	5.67712	39.53251	0.00000
4	800	1000	5	1.50157	1.33541	4.03720	26.55309	0.00000
5	1000	1200	6	1.15256	0.96280	5.94247	40.40566	0.00000
6	1200	1400	7	1.07840	0.98363	3.32480	13.36381	0.00000
7	1400	1600	8	1.22355	1.05942	4.86285	31.26141	0.00000
8	1600	1800	9	2.09559	1.88723	3.64730	29.19613	0.00000
9	1800	2000	10	1.74777	1.57978	3.62221	24.14045	0.00000
10	2000	2200	11	1.37529	1.14901	5.95524	46.65675	0.00000
11	2200	2400	12	0.75557	0.62966	5.99289	28.66646	0.00000
12	2400	2600	13	1.34431	1.16995	4.73062	31.01404	0.00000
13	2600	2800	14	1.12990	1.01347	3.83864	18.49549	0.00000
14	2800	3000	15	1.60691	1.41036	4.43356	34.04228	0.00000
15	3000	3200	16	1.56431	1.34707	5.01990	40.17322	0.00000
16	3200	3400	17	0.90448	0.86888	1.98776	2.75162	0.00949
17	3400	3600	18	1.35540	1.15799	5.31589	38.91255	0.00000
18	3600	3800	19	1.51434	1.44231	2.20195	6.08442	0.00024
19	3800	4000	20	0.88847	0.76811	4.93230	22.92070	0.00000
20	4000	4200	21	1.29740	1.17049	3.62641	19.02663	0.00000
21	4200	4400	22	1.48103	1.33565	3.69009	21.97359	0.00000
22	4400	4600	23	1.42108	1.28013	3.73278	21.54544	0.00000
23	4600	4800	24	1.15794	0.99879	5.01553	30.96982	0.00000
24	4800	5000	25	1.38217	1.26745	3.22698	15.13848	0.00000
25	5000	5200	26	1.87154	1.71079	3.26414	20.31325	0.00000
26	5200	5400	27	1.68401	1.48544	4.30253	32.79208	0.00000
27	5400	5600	28	2.58707	2.47440	2.03631	7.85090	0.00004
28	5600	5800	29	1.24425	1.08261	4.67629	29.36743	0.00000
29	5800	6000	30	1.09860	0.95322	4.75436	27.73325	0.00000
30	6000	6200	31	2.08732	1.89266	3.56010	25.75700	0.00000
31	6200	6400	32	1.18848	0.98721	6.12489	44.53538	0.00000
32	6400	6600	33	0.97251	0.92336	2.29390	4.70430	0.00108
33	6600	6800	34	0.86196	0.74971	4.71991	21.40798	0.00000
34	6800	7000	35	2.10082	1.87071	4.01839	33.81832	0.00000
35	7000	7200	36	0.96777	0.85797	4.16723	18.60482	0.00000
36	7200	7400	37	0.89375	0.81649	3.29563	10.88772	0.00000
37	7400	7600	38	1.36230	1.22548	3.71690	20.43619	0.00000
38	7600	7800	39	1.51349	1.26470	5.95826	52.72940	0.00000
39	7800	8000	40	1.10861	0.91959	6.16434	42.76044	0.00000
40	8000	8200	41	1.46959	1.30828	4.04668	26.24443	0.00000
41	8200	8400	42	1.57759	1.43710	3.44515	19.44980	0.00000
42	8400	8600	43	0.90348	0.80859	3.84446	15.52091	0.00000
43	8600	8800	44	1.32081	1.24014	2.54310	8.13904	0.00003
44	8800	9000	45	1.30851	1.26523	1.79227	2.72637	0.00977
45	9000	9200	46	1.40635	1.27913	3.41009	17.45731	0.00000
46	9200	9400	47	1.29757	1.15898	3.96072	22.67319	0.00000
47	9400	9600	48	1.05392	0.92308	4.60196	24.23900	0.00000
48	9600	9800	49	1.70042	1.60576	2.39547	8.81179	0.00001
49	9800	10000	50	1.33745	1.28150	2.03182	4.24813	0.00178
50	10000	10200	51	1.09085	0.95972	4.41944	23.18812	0.00000
51	10200	10400	52	1.47309	1.23323	5.94519	51.23949	0.00000
