#chr	start	end	name	null_scale	alt_scale	alt_subscale	lnlratio	pval
0	0	200	1	0.71471	0.71471	1.00000	0.00000	0.50000
1	200	400	2	0.81730	0.81730	1.00000	0.00000	0.50000
2	400	600	3	0.74052	0.74052	1.00000	0.00000	0.50000
3	600	800	4	1.46944	1.46945	1.00000	0.00000	0.49999
4	800	1000	5	1.07505	1.07505	1.00000	0.00000	1.00000
5	1000	1200	6	1.17490	1.17489	1.00000	0.00000	0.49995
6	1200	1400	7	0.61568	0.60513	1.41282	0.40359	0.18448
7	1400	1600	8	0.94933	0.94933	1.00000	0.00000	1.00000
8	1600	1800	9	1.41416	1.40029	1.22562	0.28882	0.22362
9	1800	2000	10	0.94193	0.94193	1.00000	0.00000	0.50000
10	2000	2200	11	1.36302	1.36302	1.00000	0.00000	0.50000
11	2200	2400	12	0.98201	0.98201	1.00000	0.00000	0.50000
12	2400	2600	13	0.97946	0.97946	1.00000	0.00000	0.50000
13	2600	2800	14	1.30628	1.30628	1.00000	0.00000	0.49999
14	2800	3000	15	0.73438	0.73438	1.00000	0.00000	0.50000
15	3000	3200	16	0.96152	0.96152	1.00000	0.00000	0.50000
16	3200	3400	17	1.06659	1.06659	1.00000	0.00000	0.50000
17	3400	3600	18	1.23177	1.23176	1.00000	0.00000	0.49997
18	3600	3800	19	1.03847	1.03847	1.00000	0.00000	0.50000
19	3800	4000	20	0.59451	0.59451	1.00000	0.00000	1.00000
20	4000	4200	21	1.67575	1.67575	1.00000	0.00000	0.50000
21	4200	4400	22	0.71030	0.69964	1.35388	0.35286	0.20043
22	4400	4600	23	0.86739	0.86739	1.00000	0.00000	0.50000
23	4600	4800	24	1.14594	1.13935	1.13289	0.08035	0.34426
24	4800	5000	25	0.36249	0.36249	1.00000	0.00000	0.50000
25	5000	5200	26	1.12723	1.12723	1.00000	0.00000	0.50000
26	5200	5400	27	0.67044	0.67044	1.00000	0.00000	0.50000
27	5400	5600	28	0.50386	0.50386	1.00000	0.00000	0.49999
28	5600	5800	29	0.86670	0.86670	1.00000	0.00000	0.50000
29	5800	6000	30	1.62698	1.61770	1.12929	0.11202	0.31799
30	6000	6200	31	0.87443	0.87443	1.00000	0.00000	0.50000
31	6200	6400	32	0.79335	0.79335	1.00000	0.00000	0.50000
32	6400	6600	33	1.08710	1.08710	1.00000	0.00000	0.50000
33	6600	6800	34	0.71592	0.71592	1.00000	0.00000	0.50000
34	6800	7000	35	0.71850	0.71850	1.00000	0.00000	0.50000
35	7000	7200	36	1.33261	1.33261	1.00000	0.00000	1.00000
36	7200	7400	37	1.43799	1.43798	1.00000	0.00000	0.49997
37	7400	7600	38	0.72281	0.72131	1.04969	0.00770	0.45061
38	7600	7800	39	0.74413	0.74413	1.00000	0.00000	0.50000
39	7800	8000	40	1.02264	1.02264	1.00000	0.00000	0.49999
40	8000	8200	41	0.50657	0.50657	1.00000	0.00000	0.50000
41	8200	8400	42	0.98492	0.98492	1.00000	0.00000	0.50000
42	8400	8600	43	0.64927	0.64927	1.00000	0.00000	0.50000
43	8600	8800	44	0.81086	0.81086	1.00000	0.00000	0.50000
44	8800	9000	45	0.74682	0.74682	1.00000	0.00000	1.00000
45	9000	9200	46	1.21960	1.21960	1.00000	0.00000	0.49999
46	9200	9400	47	0.78417	0.78417	1.00000	0.00000	0.50000
47	9400	9600	48	0.86895	0.86895	1.00000	0.00000	0.50000
48	9600	9800	49	0.71353	0.71353	1.00000	0.00000	0.50000
49	9800	10000	50	0.86318	0.86318	1.00000	0.00000	0.50000
50	10000	10200	51	1.16319	1.16319	1.00000	0.00000	1.00000
51	10200	10400	52	0.90297	0.90297	1.00000	0.00000	0.50000
52	10400	10600	53	0.84356	0.84356	1.00000	0.00000	0.50000
53	10600	10800	54	0.97995	0.97995	1.00000	0.00000	0.50000
54	10800	11000	55	0.83332	0.83332	1.00000	0.00000	0.50000
55	11000	11200	56	0.66563	0.66563	1.00000	0.00000	0.50000
56	11200	11400	57	1.17246	1.17245	1.00000	0.00000	0.49996
57	11400	11600	58	1.00952	1.00952	1.00000	0.00000	0.49999
58	11600	11800	59	0.92546	0.92367	1.04521	0.00809	0.44938
59	11800	12000	60	1.33789	1.33789	1.00000	0.00000	0.49999
60	12000	12200	61	0.68457	0.68457	1.00000	0.00000	0.50000
61	12200	12400	62	0.76728	0.76728	1.00000	0.00000	0.50000
62	12400	12600	63	0.76123	0.76123	1.00000	0.00000	0.50000
63	12600	12800	64	1.27627	1.27627	1.00000	0.00000	0.50000
64	12800	13000	65	0.84578	0.84578	1.00000	0.00000	0.50000
65	13000	13200	66	0.69333	0.69333	1.00000	0.00000	0.50000
66	13200	13400	67	1.21700	1.21699	1.00000	0.00000	0.49995
67	13400	13600	68	0.96100	0.96100	1.00000	0.00000	0.50000
68	13600	13800	69	1.09597	1.09597	1.00000	0.00000	0.50000
69	13800	14000	70	1.31960	1.31960	1.00000	0.00000	0.50000
70	14000	14200	71	1.29677	1.29677	1.00000	0.00000	0.50000
71	14200	14400	72	0.99648	0.99648	1.00000	0.00000	0.49999
72	14400	14600	73	0.83353	0.83353	1.00000	0.00000	0.50000
73	14600	14800	74	1.96694	1.96694	1.00000	0.00000	0.49999
74	14800	15000	75	0.55716	0.55716	1.00000	0.00000	0.50000
75	15000	15200	76	0.78393	0.78393	1.00000	0.00000	0.50000
76	15200	15400	77	0.89850	0.89850	1.00000	0.00000	0.50000
77	15400	15600	78	1.23702	1.23702	1.00000	0.00000	1.00000
78	15600	15800	79	0.85610	0.85610	1.00000	0.00000	0.50000
79	15800	16000	80	1.14430	1.14430	1.00000	0.00000	0.50000
80	16000	16200	81	0.88574	0.88574	1.00000	0.00000	0.50000
81	16200	16400	82	0.77647	0.77647	1.00000	0.00000	0.50000
82	16400	16600	83	1.14450	1.14451	1.00000	0.00000	0.49993
83	16600	16800	84	1.29657	1.29657	1.00000	0.00000	0.50000
84	16800	17000	85	0.85788	0.85788	1.00000	0.00000	0.50000
85	17000	17200	86	0.84282	0.84282	1.00000	0.00000	0.50000
86	17200	17400	87	0.79786	0.79786	1.00000	0.00000	0.50000
87	17400	17600	88	0.94150	0.94150	1.00000	0.00000	1.00000
