#chr	start	end	name	null_scale	alt_scale	alt_subscale	lnlratio	pval
0	0	200	1	0.58227	0.57501	1.29752	0.20674	0.26011
1	200	400	2	0.62745	0.61633	1.42811	0.42661	0.17782
2	400	600	3	0.56688	0.56418	1.11179	0.03012	0.40307
3	600	800	4	0.55437	0.54535	1.39367	0.32801	0.20898
4	800	1000	5	0.60667	0.58116	2.04167	2.09671	0.02029
5	1000	1200	6	0.63474	0.62030	1.54478	0.69798	0.11870
6	1200	1400	7	0.51371	0.47502	2.94398	5.05962	0.00073
7	1400	1600	8	0.90679	0.87815	1.76065	1.76451	0.03015
8	1600	1800	9	0.63475	0.59493	2.60202	4.43966	0.00144
9	1800	2000	10	0.30207	0.29195	1.82821	0.70919	0.11683
10	2000	2200	11	0.69654	0.68449	1.41316	0.45395	0.17034
11	2200	2400	12	0.60402	0.57898	2.02783	2.06126	0.02116
12	2400	2600	13	0.68244	0.65407	2.01746	2.21835	0.01759
13	2600	2800	14	0.87858	0.83652	2.20283	3.86177	0.00273
14	2800	3000	15	0.68302	0.64644	2.34797	3.65056	0.00345
15	3000	3200	16	0.54337	0.52473	1.84093	1.30049	0.05340
16	3200	3400	17	0.44688	0.41937	2.57065	3.11127	0.00631
17	3400	3600	18	0.35629	0.32082	3.66507	5.81314	0.00033
18	3600	3800	19	0.48362	0.45334	2.59613	3.48269	0.00416
19	3800	4000	20	0.56950	0.52645	2.97411	5.62837	0.00040
20	4000	4200	21	0.83299	0.83159	1.03944	0.00557	0.45796
21	4200	4400	22	0.59617	0.56567	2.27777	2.94384	0.00762
22	4400	4600	23	0.65508	0.60970	2.77177	5.41492	0.00050
23	4600	4800	24	0.86781	0.85945	1.22852	0.18471	0.27166
24	4800	5000	25	0.46097	0.45299	1.41782	0.30761	0.21641
25	5000	5200	26	0.36223	0.34565	2.14049	1.50152	0.04155
26	5200	5400	27	0.63137	0.57072	3.53997	9.13919	0.00001
27	5400	5600	28	0.55268	0.51564	2.72366	4.46976	0.00140
28	5600	5800	29	0.70488	0.65896	2.65035	5.23034	0.00061
29	5800	6000	30	1.14506	1.13302	1.24668	0.27474	0.22927
30	6000	6200	31	1.17226	1.12669	1.94517	3.34637	0.00484
31	6200	6400	32	0.88707	0.88389	1.08346	0.02661	0.40878
32	6400	6600	33	0.67724	0.64997	1.99939	2.14216	0.01923
33	6600	6800	34	0.91120	0.86948	2.13125	3.56973	0.00377
34	6800	7000	35	0.51897	0.49505	2.14847	2.15777	0.01888
35	7000	7200	36	0.50474	0.44582	4.18785	10.46618	0.00000
36	7200	7400	37	1.03832	1.02152	1.38236	0.57605	0.14155
37	7400	7600	38	0.43616	0.41306	2.33537	2.32748	0.01548
38	7600	7800	39	0.36899	0.31957	4.72399	9.81681	0.00000
39	7800	8000	40	0.34485	0.30859	3.83453	6.13490	0.00023
40	8000	8200	41	0.57856	0.56638	1.51663	0.55991	0.14498
41	8200	8400	42	0.40768	0.39763	1.59937	0.53791	0.14982
42	8400	8600	43	0.51524	0.49316	2.06509	1.79733	0.02898
43	8600	8800	44	0.63446	0.62428	1.38307	0.35774	0.19881
44	8800	9000	45	0.50736	0.50736	1.00000	0.00000	0.50000
45	9000	9200	46	0.94838	0.93358	1.36991	0.50573	0.15728
46	9200	9400	47	0.69822	0.67209	1.91570	1.93850	0.02448
47	9400	9600	48	0.50192	0.45057	3.73011	8.21956	0.00003
48	9600	9800	49	0.30985	0.26344	5.29501	10.15481	0.00000
49	9800	10000	50	0.58323	0.52126	3.84361	10.13493	0.00000
50	10000	10200	51	0.97573	0.96676	1.21492	0.18300	0.27260
51	10200	10400	52	0.88601	0.86876	1.46180	0.71830	0.11534
52	10400	10600	53	0.62390	0.57914	2.85070	5.52042	0.00045
53	10600	10800	54	1.35029	1.32224	1.48879	1.17055	0.06300
54	10800	11000	55	1.29600	1.26513	1.56712	1.46090	0.04370
55	11000	11200	56	1.05249	1.01592	1.84416	2.46627	0.01318
56	11200	11400	57	0.54754	0.52543	2.00183	1.80537	0.02870
57	11400	11600	58	0.65035	0.61312	2.44264	3.95749	0.00245
58	11600	11800	59	1.02277	1.01541	1.17001	0.11953	0.31244
59	11800	12000	60	0.54695	0.51944	2.26446	2.65667	0.01058
60	12000	12200	61	0.31752	0.30362	2.09386	1.22234	0.05896
61	12200	12400	62	1.09148	1.08253	1.19205	0.16431	0.28324
62	12400	12600	63	0.79721	0.74966	2.51108	5.04160	0.00075
63	12600	12800	64	0.77439	0.73282	2.33769	4.12491	0.00204
64	12800	13000	65	0.36484	0.34336	2.49527	2.35788	0.01494
65	13000	13200	66	0.60571	0.57584	2.21952	2.78281	0.00916
66	13200	13400	67	0.48241	0.46074	2.12467	1.89582	0.02575
67	13400	13600	68	0.31989	0.26830	5.67045	11.62632	0.00000
68	13600	13800	69	0.92946	0.89240	1.98826	2.84114	0.00857
69	13800	14000	70	0.50624	0.43495	4.99445	14.20909	0.00000
70	14000	14200	71	0.45914	0.43252	2.45609	2.85776	0.00841
71	14200	14400	72	1.54708	1.53719	1.14750	0.13401	0.30233
72	14400	14600	73	0.43234	0.42348	1.49734	0.40573	0.18385
73	14600	14800	74	0.81055	0.81055	1.00000	0.00000	0.50000
74	14800	15000	75	1.15862	1.11762	1.84465	2.72879	0.00974
75	15000	15200	76	0.39472	0.37000	2.59420	2.84399	0.00854
76	15200	15400	77	0.84581	0.79312	2.56288	5.77886	0.00034
77	15400	15600	78	1.17113	1.15742	1.27916	0.35021	0.20132
78	15600	15800	79	0.29569	0.28039	2.30188	1.51079	0.04108
79	15800	16000	80	0.50251	0.47737	2.25146	2.39437	0.01432
80	16000	16200	81	0.37716	0.35115	2.77022	3.19072	0.00577
81	16200	16400	82	0.76080	0.73217	1.92122	2.11439	0.01987
82	16400	16600	83	0.49806	0.45470	3.28131	6.37857	0.00018
83	16600	16800	84	0.51574	0.48630	2.44408	3.10987	0.00632
84	16800	17000	85	0.52254	0.47417	3.44448	7.32894	0.00006
85	17000	17200	86	0.73288	0.68458	2.67958	5.66083	0.00038
86	17200	17400	87	1.47753	1.45465	1.36524	0.71359	0.11611
87	17400	17600	88	0.93350	0.87759	2.50241	5.87545	0.00030
88	17600	17800	89	0.63487	0.61077	1.93847	1.83135	0.02782
89	17800	18000	90	1.04225	1.01560	1.61736	1.39490	0.04743
90	18000	18200	91	0.49703	0.47251	2.23364	2.35310	0.01503
91	18200	18400	92	0.50204	0.49435	1.36789	0.25455	0.23777
92	18400	18600	93	0.52019	0.50081	1.92316	1.47185	0.04311
93	18600	18800	94	1.25347	1.22699	1.50412	1.15324	0.06442
94	18800	19000	95	0.67347	0.66563	1.27536	0.20652	0.26021
95	19000	19200	96	0.82186	0.78636	2.06713	2.93894	0.00767
96	19200	19400	97	0.58040	0.54986	2.31860	3.05941	0.00669
97	19400	19600	98	0.37000	0.34872	2.45431	2.28447	0.01628
98	19600	19800	99	0.60094	0.55210	3.11141	6.77632	0.00012
99	19800	20000	100	0.45045	0.42777	2.27483	2.21020	0.01776
100	20000	20200	101	0.72468	0.67694	2.71630	5.60762	0.00041
101	20200	20400	102	0.52409	0.49077	2.62401	3.86765	0.00271
102	20400	20600	103	0.33116	0.30783	2.83275	2.94049	0.00765
103	20600	20800	104	0.73169	0.70182	1.99714	2.33782	0.01530
104	20800	21000	105	0.49829	0.49150	1.32906	0.20943	0.25875
105	21000	21200	106	0.38333	0.34368	3.77786	6.58268	0.00014
106	21200	21400	107	0.76882	0.70827	3.04522	8.16993	0.00003
107	21400	21600	108	0.41476	0.38649	2.74683	3.49379	0.00410
108	21600	21800	109	0.79463	0.78269	1.35466	0.39321	0.18759
109	21800	22000	110	0.57411	0.55644	1.75366	1.11761	0.06745
110	22000	22200	111	0.76051	0.70349	2.92996	7.30603	0.00007
111	22200	22400	112	0.83078	0.81026	1.58820	1.03757	0.07486
112	22400	22600	113	0.67717	0.65921	1.64688	0.99678	0.07899
113	22600	22800	114	0.74273	0.73756	1.16525	0.08344	0.34145
114	22800	23000	115	1.70959	1.69931	1.13528	0.12540	0.30825
115	23000	23200	116	1.04854	1.03775	1.24086	0.24261	0.24303
116	23200	23400	117	0.57856	0.57856	1.00000	0.00000	0.49999
117	23400	23600	118	1.76456	1.73516	1.38323	0.96885	0.08196
118	23600	23800	119	0.86470	0.82726	2.05835	3.04674	0.00678
119	23800	24000	120	0.64680	0.62813	1.70270	1.09486	0.06947
120	24000	24200	121	0.66355	0.65530	1.29939	0.23797	0.24513
121	24200	24400	122	0.30413	0.29387	1.83955	0.72367	0.11448
122	24400	24600	123	0.74190	0.71254	1.98298	2.29652	0.01605
123	24600	24800	124	0.58201	0.54063	2.83784	5.13583	0.00068
124	24800	25000	125	0.25796	0.21315	6.07399	10.58092	0.00000
125	25000	25200	126	0.75322	0.73858	1.46445	0.60555	0.13556
126	25200	25400	127	0.34157	0.27811	6.58112	15.23422	0.00000
127	25400	25600	128	0.47325	0.47325	1.00000	0.00000	0.50000
128	25600	25800	129	0.38685	0.38480	1.12705	0.02589	0.41000
129	25800	26000	130	0.35723	0.32638	3.26963	4.55260	0.00127
130	26000	26200	131	0.24260	0.21147	4.54994	6.08969	0.00024
131	26200	26400	132	0.47800	0.42754	3.82424	8.31946	0.00002
132	26400	26600	133	0.69638	0.66012	2.30211	3.49680	0.00409
133	26600	26800	134	0.52615	0.49538	2.50394	3.30506	0.00507
134	26800	27000	135	0.88569	0.86639	1.52210	0.86959	0.09362
135	27000	27200	136	0.46655	0.42977	3.04175	4.92274	0.00085
136	27200	27400	137	1.07974	1.00956	2.64972	7.78720	0.00004
137	27400	27600	138	1.24331	1.21178	1.59605	1.55925	0.03870
138	27600	27800	139	0.64324	0.56251	4.45718	15.11458	0.00000
139	27800	28000	140	0.48101	0.46031	2.06760	1.77036	0.02994
140	28000	28200	141	0.32836	0.29846	3.41461	4.44054	0.00144
141	28200	28400	142	0.22005	0.17501	7.26991	12.11928	0.00000
142	28400	28600	143	0.61708	0.57706	2.65018	4.58340	0.00123
143	28600	28800	144	0.26988	0.22196	6.23836	11.67901	0.00000
144	28800	29000	145	0.74120	0.69321	2.62991	5.48046	0.00047
145	29000	29200	146	0.84504	0.82033	1.70803	1.47002	0.04320
146	29200	29400	147	0.90911	0.87776	1.83302	2.12432	0.01964
147	29400	29600	148	0.39276	0.35059	3.88923	6.93982	0.00010
148	29600	29800	149	0.94835	0.91928	1.73262	1.71338	0.03207
149	29800	30000	150	0.39449	0.34093	4.78591	10.66424	0.00000
150	30000	30200	151	0.82789	0.81232	1.45477	0.64825	0.12743
151	30200	30400	152	0.51442	0.48352	2.51415	3.33530	0.00490
152	30400	30600	153	0.39700	0.36276	3.25874	4.81523	0.00096
153	30600	30800	154	0.56284	0.56284	1.00000	0.00000	1.00000
154	30800	31000	155	0.71494	0.70370	1.37636	0.39038	0.18845
155	31000	31200	156	0.92313	0.89586	1.71394	1.59838	0.03689
156	31200	31400	157	0.58815	0.56964	1.77210	1.17042	0.06301
157	31400	31600	158	0.42590	0.38901	3.27185	5.46373	0.00047
158	31600	31800	159	0.82267	0.81119	1.33617	0.35905	0.19839
159	31800	32000	160	0.88127	0.84893	1.88685	2.31066	0.01579
160	32000	32200	161	0.91732	0.87650	2.09461	3.42565	0.00443
161	32200	32400	162	0.80763	0.80664	1.02874	0.00278	0.47029
162	32400	32600	163	0.46459	0.41983	3.57986	6.95818	0.00010
163	32600	32800	164	0.95542	0.93847	1.42108	0.62533	0.13171
164	32800	33000	165	0.62243	0.59382	2.14523	2.57432	0.01163
165	33000	33200	166	1.00957	0.94692	2.54722	6.72268	0.00012
166	33200	33400	167	0.96058	0.92030	2.02700	3.17382	0.00588
167	33400	33600	168	0.55635	0.52038	2.63446	4.21638	0.00184
