#chr	start	end	name	null_scale	alt_scale	alt_subscale	lnlratio	pval
0	0	200	1	0.91127	0.88228	1.78860	1.84493	0.02737
1	200	400	2	0.37717	0.37490	1.14261	0.03171	0.40059
2	400	600	3	0.48655	0.47048	1.81666	1.11292	0.06786
3	600	800	4	0.36151	0.34979	1.80439	0.81865	0.10035
4	800	1000	5	1.35594	1.31888	1.64068	1.93489	0.02458
5	1000	1200	6	1.30059	1.30059	1.00000	0.00000	0.50000
6	1200	1400	7	0.74667	0.74156	1.15971	0.07869	0.34579
7	1400	1600	8	1.23342	1.19229	1.80706	2.63188	0.01089
8	1600	1800	9	0.54544	0.53172	1.61239	0.73892	0.11206
9	1800	2000	10	1.08300	1.07415	1.19190	0.15516	0.28874
10	2000	2200	11	0.55087	0.55087	1.00000	0.00000	0.50000
11	2200	2400	12	0.55527	0.55527	1.00000	0.00000	0.50000
12	2400	2600	13	0.70728	0.66768	2.40770	4.11774	0.00205
13	2600	2800	14	0.71846	0.70278	1.52555	0.73350	0.11291
14	2800	3000	15	0.78355	0.77094	1.37978	0.43884	0.17442
15	3000	3200	16	0.49443	0.48807	1.30955	0.19131	0.26810
16	3200	3400	17	0.67966	0.65822	1.76582	1.39314	0.04754
17	3400	3600	18	0.49784	0.47813	1.97254	1.57587	0.03792
18	3600	3800	19	0.44520	0.42764	1.97629	1.41092	0.04649
19	3800	4000	20	0.91331	0.90616	1.18262	0.12561	0.30811
20	4000	4200	21	0.36025	0.36025	1.00000	0.00000	0.50000
21	4200	4400	22	0.99078	0.99078	1.00000	0.00000	1.00000
22	4400	4600	23	0.37768	0.37086	1.43870	0.27841	0.22777
23	4600	4800	24	0.27312	0.25774	2.42921	1.68595	0.03316
24	4800	5000	25	0.62554	0.62554	1.00000	0.00000	0.50000
25	5000	5200	26	0.76007	0.74607	1.44302	0.56332	0.14425
26	5200	5400	27	0.73547	0.72510	1.33537	0.32345	0.21061
27	5400	5600	28	0.71675	0.71675	1.00000	0.00000	0.50000
28	5600	5800	29	0.75723	0.74792	1.29253	0.25594	0.23716
29	5800	6000	30	1.07985	1.07413	1.12521	0.06959	0.35454
30	6000	6200	31	0.76265	0.75365	1.27990	0.23914	0.24460
31	6200	6400	32	0.69969	0.69260	1.24145	0.16566	0.28244
32	6400	6600	33	0.63965	0.61534	1.92991	1.81315	0.02844
33	6600	6800	34	0.56515	0.55741	1.32598	0.23984	0.24428
34	6800	7000	35	0.82406	0.79945	1.72131	1.51310	0.04097
35	7000	7200	36	0.95220	0.92250	1.74138	1.80795	0.02862
36	7200	7400	37	1.17918	1.14411	1.70915	2.03213	0.02190
37	7400	7600	38	0.43902	0.43902	1.00000	0.00000	1.00000
38	7600	7800	39	0.76611	0.75256	1.42187	0.51993	0.15393
39	7800	8000	40	0.50485	0.50361	1.05817	0.00720	0.45223
40	8000	8200	41	0.75799	0.75799	1.00000	0.00000	0.50000
41	8200	8400	42	0.48258	0.48069	1.09234	0.01797	0.42482
42	8400	8600	43	0.54562	0.53648	1.40485	0.34215	0.20405
43	8600	8800	44	0.76573	0.74261	1.72990	1.42237	0.04584
44	8800	9000	45	0.64982	0.64118	1.31607	0.26060	0.23516
45	9000	9200	46	0.44041	0.43194	1.46585	0.36697	0.19580
46	9200	9400	47	0.85617	0.85617	1.00000	0.00000	0.50000
47	9400	9600	48	0.51897	0.51897	1.00000	0.00000	0.50000
48	9600	9800	49	0.85822	0.85822	1.00000	0.00000	0.50000
49	9800	10000	50	1.23102	1.21273	1.34443	0.55753	0.14549
50	10000	10200	51	0.50056	0.49439	1.29625	0.17761	0.27559
51	10200	10400	52	0.95626	0.95130	1.12034	0.05764	0.36711
52	10400	10600	53	0.49585	0.49585	1.00000	0.00000	0.50000
53	10600	10800	54	0.40149	0.37668	2.56874	2.80263	0.00895
54	10800	11000	55	0.76733	0.76317	1.12762	0.05229	0.37320
55	11000	11200	56	0.57818	0.56611	1.50537	0.55347	0.14637
56	11200	11400	57	0.47319	0.44776	2.35640	2.57823	0.01158
57	11400	11600	58	0.57089	0.56765	1.13433	0.04209	0.38585
58	11600	11800	59	0.71064	0.68531	1.87588	1.82898	0.02790
59	11800	12000	60	0.70056	0.66840	2.14613	2.80400	0.00894
60	12000	12200	61	1.21386	1.21386	1.00000	0.00000	0.50000
61	12200	12400	62	0.51324	0.49905	1.67746	0.85532	0.09545
62	12400	12600	63	0.60535	0.60407	1.04970	0.00661	0.45424
63	12600	12800	64	1.17752	1.14819	1.58855	1.46509	0.04347
64	12800	13000	65	0.73524	0.71521	1.66885	1.15445	0.06432
65	13000	13200	66	0.36023	0.34369	2.14965	1.51813	0.04071
66	13200	13400	67	0.57379	0.55711	1.70238	1.01179	0.07744
67	13400	13600	68	0.73135	0.73035	1.03195	0.00324	0.46793
68	13600	13800	69	1.04419	1.02435	1.44927	0.80232	0.10262
69	13800	14000	70	0.91916	0.91916	1.00000	0.00000	0.50000
70	14000	14200	71	0.84598	0.84141	1.12566	0.05722	0.36757
71	14200	14400	72	0.80414	0.80196	1.06381	0.01380	0.43402
72	14400	14600	73	0.32195	0.30816	2.07439	1.19673	0.06092
73	14600	14800	74	0.85486	0.85471	1.00425	0.00006	0.49577
74	14800	15000	75	0.36137	0.34400	2.21010	1.61776	0.03603
75	15000	15200	76	0.51389	0.48914	2.19610	2.27078	0.01654
76	15200	15400	77	0.35113	0.32961	2.56980	2.38653	0.01445
77	15400	15600	78	0.50830	0.50734	1.04535	0.00460	0.46181
78	15600	15800	79	0.85689	0.85191	1.13599	0.06611	0.35807
79	15800	16000	80	1.02157	1.02157	1.00000	0.00000	1.00000
80	16000	16200	81	0.70848	0.70537	1.10314	0.03098	0.40171
81	16200	16400	82	0.86057	0.86052	1.00128	0.00001	0.49873
82	16400	16600	83	0.47205	0.45563	1.85665	1.18654	0.06172
83	16600	16800	84	0.36518	0.35244	1.86139	0.89780	0.09012
84	16800	17000	85	1.41357	1.41357	1.00000	0.00000	1.00000
85	17000	17200	86	0.54790	0.52573	2.00410	1.82459	0.02805
86	17200	17400	87	0.34523	0.32738	2.29817	1.75546	0.03048
87	17400	17600	88	0.94714	0.91756	1.76102	1.88232	0.02617
88	17600	17800	89	0.35808	0.34130	2.16955	1.55001	0.03915
89	17800	18000	90	0.79166	0.79166	1.00000	0.00000	0.50000
90	18000	18200	91	0.76479	0.75127	1.42117	0.51959	0.15401
91	18200	18400	92	0.59383	0.59205	1.07033	0.01247	0.43725
92	18400	18600	93	1.10117	1.04951	2.14013	4.44584	0.00143
93	18600	18800	94	1.61198	1.59009	1.31861	0.62087	0.13257
94	18800	19000	95	0.31987	0.31987	1.00000	0.00000	0.50000
95	19000	19200	96	0.79242	0.78115	1.33682	0.34740	0.20227
96	19200	19400	97	0.59963	0.59805	1.06207	0.01013	0.44342
97	19400	19600	98	0.72482	0.71031	1.47685	0.63199	0.13045
98	19600	19800	99	0.40127	0.39105	1.62100	0.56727	0.14340
99	19800	20000	100	0.69736	0.69736	1.00000	0.00000	0.50000
100	20000	20200	101	1.24352	1.23535	1.15327	0.11727	0.31409
101	20200	20400	102	1.32649	1.30284	1.41652	0.85586	0.09538
102	20400	20600	103	0.58133	0.58133	1.00000	0.00000	0.50000
103	20600	20800	104	0.86555	0.85117	1.39543	0.51594	0.15486
104	20800	21000	105	0.73212	0.73199	1.00399	0.00004	0.49634
105	21000	21200	106	0.72678	0.72678	1.00000	0.00000	0.50000
106	21200	21400	107	0.58758	0.58758	1.00000	0.00000	0.49999
107	21400	21600	108	0.74209	0.72360	1.60219	0.94958	0.08409
108	21600	21800	109	1.01954	1.00734	1.28106	0.31631	0.21320
109	21800	22000	110	0.70249	0.69618	1.21263	0.13207	0.30365
110	22000	22200	111	0.95590	0.95590	1.00000	0.00000	0.50000
111	22200	22400	112	0.53436	0.51086	2.09448	2.03360	0.02186
112	22400	22600	113	0.70069	0.68927	1.39103	0.41593	0.18087
113	22600	22800	114	0.46415	0.43804	2.41895	2.78206	0.00917
114	22800	23000	115	0.57384	0.57384	1.00000	0.00000	0.50000
115	23000	23200	116	0.53319	0.53319	1.00000	0.00000	0.49999
116	23200	23400	117	0.59879	0.59879	1.00000	0.00000	0.50000
117	23400	23600	118	0.30797	0.30797	1.00000	0.00000	0.50000
118	23600	23800	119	1.21208	1.21208	1.00000	0.00000	0.50000
119	23800	24000	120	0.90704	0.90704	1.00000	0.00000	0.50000
120	24000	24200	121	0.74273	0.70075	2.42171	4.30280	0.00168
121	24200	24400	122	1.00831	1.00831	1.00000	0.00000	0.50000
122	24400	24600	123	0.78239	0.76951	1.38830	0.45509	0.17003
123	24600	24800	124	0.51658	0.51106	1.25472	0.13617	0.30088
124	24800	25000	125	0.65344	0.63515	1.67782	1.06954	0.07179
125	25000	25200	126	0.69062	0.66416	1.94489	2.01817	0.02227
126	25200	25400	127	0.68495	0.68495	1.00000	0.00000	0.50000
127	25400	25600	128	0.88685	0.88685	1.00000	0.00000	0.50000
128	25600	25800	129	1.17911	1.16820	1.21188	0.21272	0.25712
129	25800	26000	130	0.45737	0.43008	2.51834	3.00284	0.00713
130	26000	26200	131	0.39418	0.37459	2.24873	1.91578	0.02515
131	26200	26400	132	1.00621	1.00329	1.06594	0.01818	0.42438
132	26400	26600	133	0.39432	0.39432	1.00000	0.00000	0.50000
133	26600	26800	134	0.64361	0.64361	1.00000	0.00000	0.50000
134	26800	27000	135	0.26948	0.26948	1.00000	0.00000	0.50000
135	27000	27200	136	0.41295	0.40754	1.31526	0.16352	0.28371
136	27200	27400	137	0.53207	0.51776	1.65627	0.81766	0.10048
137	27400	27600	138	1.33139	1.30767	1.41545	0.85858	0.09503
138	27600	27800	139	0.95286	0.95286	1.00000	0.00000	0.50000
139	27800	28000	140	1.28270	1.27116	1.21009	0.22435	0.25148
140	28000	28200	141	0.40732	0.37390	3.14372	4.75273	0.00102
141	28200	28400	142	0.62956	0.61043	1.75002	1.22186	0.05900
142	28400	28600	143	0.81675	0.81675	1.00000	0.00000	0.50000
143	28600	28800	144	0.62147	0.61114	1.39939	0.38318	0.19067
144	28800	29000	145	0.80178	0.80178	1.00000	0.00000	0.50000
145	29000	29200	146	0.65963	0.65060	1.32714	0.27457	0.22933
146	29200	29400	147	0.30197	0.30197	1.00000	0.00000	0.50000
147	29400	29600	148	0.63557	0.63557	1.00000	0.00000	0.50000
148	29600	29800	149	0.63952	0.62940	1.38284	0.35719	0.19900
149	29800	30000	150	0.57018	0.55812	1.50877	0.55898	0.14518
150	30000	30200	151	0.62282	0.59361	2.16092	2.62089	0.01103
151	30200	30400	152	0.92749	0.87876	2.30536	4.65385	0.00114
152	30400	30600	153	0.38518	0.38518	1.00000	0.00000	0.50000
153	30600	30800	154	0.48141	0.47938	1.09997	0.02160	0.41768
154	30800	31000	155	0.43862	0.43430	1.23740	0.10061	0.32687
155	31000	31200	156	0.75933	0.75933	1.00000	0.00000	1.00000
156	31200	31400	157	0.48969	0.46921	2.02843	1.69355	0.03285
157	31400	31600	158	0.98261	0.95396	1.70793	1.69697	0.03272
158	31600	31800	159	0.31254	0.30307	1.74807	0.61747	0.13322
159	31800	32000	160	0.61285	0.58821	1.99537	1.98128	0.02326
160	32000	32200	161	0.81109	0.81109	1.00000	0.00000	0.49999
161	32200	32400	162	0.63235	0.62727	1.19211	0.09528	0.33123
162	32400	32600	163	1.04474	1.04474	1.00000	0.00000	0.50000
163	32600	32800	164	0.53000	0.52543	1.20595	0.09217	0.33383
164	32800	33000	165	0.61336	0.59748	1.62447	0.85430	0.09558
165	33000	33200	166	0.28888	0.27814	1.92530	0.82284	0.09977
166	33200	33400	167	0.36104	0.33975	2.50467	2.38077	0.01455
167	33400	33600	168	1.28197	1.28197	1.00000	0.00000	0.49999
168	33600	33800	169	0.57326	0.56082	1.52312	0.58394	0.13992
169	33800	34000	170	0.74757	0.74757	1.00000	0.00000	0.50000
170	34000	34200	171	0.66124	0.66124	1.00000	0.00000	1.00000
171	34200	34400	172	0.89245	0.86962	1.61624	1.20508	0.06027
172	34400	34600	173	0.34846	0.34846	1.00000	0.00000	0.49999
173	34600	34800	174	0.56805	0.56499	1.12767	0.03877	0.39033
174	34800	35000	175	0.71166	0.69020	1.73058	1.30444	0.05313
175	35000	35200	176	0.84210	0.82215	1.56384	0.97622	0.08116
176	35200	35400	177	0.45719	0.43995	1.92777	1.31852	0.05220
177	35400	35600	178	0.90903	0.90160	1.19113	0.13630	0.30080
178	35600	35800	179	0.51211	0.50167	1.49148	0.46563	0.16727
179	35800	36000	180	0.80586	0.80586	1.00000	0.00000	1.00000
180	36000	36200	181	0.63233	0.62289	1.35468	0.31538	0.21354
181	36200	36400	182	0.35945	0.35945	1.00000	0.00000	0.50000
182	36400	36600	183	0.56697	0.55864	1.34963	0.26963	0.23137
183	36600	36800	184	1.11943	1.11943	1.00000	0.00000	0.49999
184	36800	37000	185	0.88882	0.88882	1.00000	0.00000	1.00000
185	37000	37200	186	0.74839	0.72819	1.65354	1.11477	0.06770
186	37200	37400	187	0.55037	0.52778	2.01597	1.85161	0.02715
187	37400	37600	188	0.98434	0.96614	1.43746	0.71354	0.11612
188	37600	37800	189	0.43245	0.43245	1.00000	0.00000	0.50000
189	37800	38000	190	0.55118	0.54241	1.38199	0.31195	0.21480
190	38000	38200	191	1.42011	1.40586	1.22966	0.29745	0.22027
191	38200	38400	192	0.44470	0.43174	1.71583	0.81042	0.10149
192	38400	38600	193	0.80226	0.77654	1.78107	1.68466	0.03321
193	38600	38800	194	0.80652	0.79080	1.46687	0.67269	0.12304
194	38800	39000	195	0.55230	0.53845	1.60935	0.73265	0.11304
195	39000	39200	196	0.56154	0.52467	2.66988	4.32382	0.00164
196	39200	39400	197	0.33179	0.31367	2.38916	1.90256	0.02555
197	39400	39600	198	0.65799	0.65799	1.00000	0.00000	0.50000
198	39600	39800	199	0.83397	0.83239	1.04437	0.00701	0.45287
199	39800	40000	200	0.55387	0.55387	1.00000	0.00000	0.50000
200	40000	40200	201	0.67136	0.67136	1.00000	0.00000	0.50000
201	40200	40400	202	0.98673	0.98673	1.00000	0.00000	1.00000
202	40400	40600	203	0.52758	0.51730	1.47074	0.43533	0.17539
203	40600	40800	204	0.76736	0.75945	1.24218	0.18786	0.26995
204	40800	41000	205	0.78538	0.78420	1.03522	0.00402	0.46427
205	41000	41200	206	0.68213	0.68213	1.00000	0.00000	0.50000
206	41200	41400	207	0.43827	0.40625	2.89255	4.15692	0.00197
207	41400	41600	208	1.23453	1.22833	1.11497	0.06985	0.35429
208	41600	41800	209	0.81609	0.79062	1.75659	1.62016	0.03592
209	41800	42000	210	0.67063	0.66147	1.32482	0.27242	0.23022
210	42000	42200	211	0.47304	0.47304	1.00000	0.00000	0.50000
211	42200	42400	212	0.26021	0.25275	1.70587	0.45530	0.16998
212	42400	42600	213	0.35395	0.34588	1.55773	0.40306	0.18463
213	42600	42800	214	0.90709	0.88508	1.58209	1.11336	0.06782
214	42800	43000	215	0.48064	0.44554	2.87341	4.51118	0.00133
215	43000	43200	216	1.26030	1.26030	1.00000	0.00000	0.50000
216	43200	43400	217	0.40960	0.40386	1.34000	0.18676	0.27054
