#chr	start	end	name	null_scale	alt_scale	alt_subscale	lnlratio	pval
0	0	200	1	0.23384	0.21539	6.02011	30.10279	0.00000
1	200	400	2	0.34758	0.32798	4.44556	25.05083	0.00000
2	400	600	3	0.15117	0.13839	6.39129	22.05225	0.00000
3	600	800	4	0.28391	0.25716	7.31069	47.03325	0.00000
4	800	1000	5	0.30513	0.28855	4.31871	21.00529	0.00000
5	1000	1200	6	0.24960	0.22633	7.15739	40.87704	0.00000
6	1200	1400	7	0.12528	0.10417	13.53971	51.68246	0.00000
7	1400	1600	8	0.17020	0.14582	11.03107	56.06705	0.00000
8	1600	1800	9	0.63651	0.62040	2.38826	10.28076	0.00000
9	1800	2000	10	0.19721	0.17379	8.99684	47.76961	0.00000
10	2000	2200	11	0.19656	0.16758	11.70492	65.44969	0.00000
11	2200	2400	12	0.38254	0.35350	5.88652	42.95468	0.00000
12	2400	2600	13	0.26881	0.24737	6.08949	34.96206	0.00000
13	2600	2800	14	0.25571	0.23972	4.91563	22.33903	0.00000
14	2800	3000	15	0.17686	0.15611	9.12320	42.09393	0.00000
15	3000	3200	16	0.19507	0.18361	4.60040	15.55778	0.00000
16	3200	3400	17	0.23027	0.21458	5.29911	23.40245	0.00000
17	3400	3600	18	0.21238	0.18703	9.28768	51.91794	0.00000
18	3600	3800	19	0.16552	0.13569	14.92675	75.96396	0.00000
19	3800	4000	20	0.11483	0.08856	20.60470	71.88141	0.00000
20	4000	4200	21	0.12680	0.10960	10.45980	38.86015	0.00000
21	4200	4400	22	0.24175	0.20794	11.16880	74.23543	0.00000
22	4400	4600	23	0.22156	0.20850	4.63089	17.77271	0.00000
23	4600	4800	24	0.20546	0.19629	3.67689	10.45586	0.00000
24	4800	5000	25	0.26085	0.24125	5.84539	30.01893	0.00000
25	5000	5200	26	0.22056	0.20262	6.22671	29.06410	0.00000
26	5200	5400	27	0.20922	0.19048	6.78271	32.91299	0.00000
27	5400	5600	28	0.09115	0.06091	33.38296	100.00773	0.00000
28	5600	5800	29	0.15903	0.13349	12.80144	60.64779	0.00000
29	5800	6000	30	0.19311	0.17401	7.43594	36.77229	0.00000
30	6000	6200	31	0.31714	0.29549	5.34717	31.21420	0.00000
31	6200	6400	32	0.11891	0.09409	17.42141	68.62595	0.00000
32	6400	6600	33	0.25737	0.22190	10.90316	76.54130	0.00000
33	6600	6800	34	0.19492	0.16839	10.68408	57.06653	0.00000
34	6800	7000	35	0.15102	0.11980	17.67005	83.81620	0.00000
35	7000	7200	36	0.17782	0.15193	11.40656	57.63679	0.00000
36	7200	7400	37	0.16937	0.15032	8.64659	38.17365	0.00000
37	7400	7600	38	0.14848	0.13045	9.51626	37.58436	0.00000
38	7600	7800	39	0.16810	0.14375	11.28000	56.18648	0.00000
39	7800	8000	40	0.14380	0.13073	6.88262	23.38880	0.00000
40	8000	8200	41	0.19164	0.16412	11.38770	61.48834	0.00000
41	8200	8400	42	0.16828	0.15617	5.49747	18.95771	0.00000
42	8400	8600	43	0.11797	0.09821	13.61349	49.31046	0.00000
43	8600	8800	44	0.18538	0.17319	5.07189	17.91913	0.00000
44	8800	9000	45	0.16925	0.14582	10.96454	51.91676	0.00000
45	9000	9200	46	0.26165	0.24184	5.78260	30.85278	0.00000
46	9200	9400	47	0.24688	0.21893	8.75446	54.76060	0.00000
47	9400	9600	48	0.26847	0.24349	7.10965	43.05745	0.00000
48	9600	9800	49	0.26594	0.25617	3.19219	9.48356	0.00001
49	9800	10000	50	0.15614	0.13342	11.53319	50.56466	0.00000
50	10000	10200	51	0.21062	0.17540	13.60350	86.35900	0.00000
51	10200	10400	52	0.32554	0.30773	4.31138	22.38644	0.00000
52	10400	10600	53	0.20157	0.18230	7.26767	35.89533	0.00000
53	10600	10800	54	0.34883	0.32564	5.15929	32.95656	0.00000
54	10800	11000	55	0.22623	0.20246	8.24962	45.35948	0.00000
55	11000	11200	56	0.17924	0.13333	23.74280	136.50286	0.00000
56	11200	11400	57	0.23468	0.21259	7.15205	39.39970	0.00000
57	11400	11600	58	0.18004	0.15946	8.70035	41.96240	0.00000
58	11600	11800	59	0.12108	0.09059	22.14008	93.50840	0.00000
59	11800	12000	60	0.21465	0.19731	6.16919	28.68318	0.00000
60	12000	12200	61	0.19511	0.17710	6.94854	31.34510	0.00000
61	12200	12400	62	0.23607	0.21120	8.03968	47.38595	0.00000
62	12400	12600	63	0.23229	0.20968	7.51739	41.55457	0.00000
63	12600	12800	64	0.18671	0.16584	8.63802	41.43992	0.00000
64	12800	13000	65	0.18731	0.15811	12.25110	70.99099	0.00000
65	13000	13200	66	0.31201	0.28234	7.32718	51.55548	0.00000
66	13200	13400	67	0.19312	0.17306	7.85832	38.22571	0.00000
67	13400	13600	68	0.29858	0.26122	9.91265	75.58790	0.00000
68	13600	13800	69	0.33826	0.31599	5.06697	31.71588	0.00000
69	13800	14000	70	0.28958	0.24797	11.92668	89.42976	0.00000
70	14000	14200	71	0.18494	0.16916	6.50620	27.16726	0.00000
71	14200	14400	72	0.20100	0.18736	5.32152	20.26140	0.00000
72	14400	14600	73	0.13380	0.10252	21.22796	86.20697	0.00000
73	14600	14800	74	0.34279	0.32273	4.56788	25.87916	0.00000
74	14800	15000	75	0.46293	0.44166	3.71981	22.60438	0.00000
75	15000	15200	76	0.22073	0.19637	8.48349	47.96216	0.00000
76	15200	15400	77	0.28907	0.26491	6.38415	39.24663	0.00000
77	15400	15600	78	0.30360	0.28663	4.38787	21.60824	0.00000
78	15600	15800	79	0.20809	0.18541	8.32660	44.35020	0.00000
79	15800	16000	80	0.20091	0.17811	8.61123	45.41214	0.00000
80	16000	16200	81	0.34521	0.32626	4.34460	23.79071	0.00000
81	16200	16400	82	0.49640	0.47617	3.37394	19.68728	0.00000
82	16400	16600	83	0.10934	0.08345	20.83063	75.14437	0.00000
83	16600	16800	84	0.28513	0.27449	3.18243	10.41841	0.00000
84	16800	17000	85	0.28714	0.26672	5.51132	30.73220	0.00000
85	17000	17200	86	0.21582	0.17817	14.45437	95.36786	0.00000
86	17200	17400	87	0.16886	0.13436	17.59946	91.87356	0.00000
87	17400	17600	88	0.21392	0.18864	9.03703	51.61441	0.00000
88	17600	17800	89	0.17374	0.16029	5.93300	21.46503	0.00000
89	17800	18000	90	0.18869	0.16248	10.91448	58.04417	0.00000
90	18000	18200	91	0.19547	0.16515	12.36282	71.06282	0.00000
91	18200	18400	92	0.33418	0.31771	3.98677	19.22187	0.00000
92	18400	18600	93	0.20384	0.18193	8.25933	41.90487	0.00000
93	18600	18800	94	0.23662	0.22504	3.97606	13.80615	0.00000
94	18800	19000	95	0.11698	0.10559	7.39252	21.44037	0.00000
95	19000	19200	96	0.34969	0.33026	4.40106	24.63125	0.00000
96	19200	19400	97	0.22064	0.19725	8.02191	45.34765	0.00000
97	19400	19600	98	0.27017	0.25762	3.80405	14.16988	0.00000
98	19600	19800	99	0.16102	0.14201	9.00823	39.07430	0.00000
99	19800	20000	100	0.21926	0.18948	10.75696	64.90975	0.00000
100	20000	20200	101	0.08738	0.07111	14.85864	42.77840	0.00000
101	20200	20400	102	0.23468	0.21829	5.36350	24.61191	0.00000
102	20400	20600	103	0.24214	0.20232	13.52905	92.17274	0.00000
103	20600	20800	104	0.19553	0.17137	9.63047	50.65039	0.00000
104	20800	21000	105	0.10161	0.08218	15.40314	53.33109	0.00000
105	21000	21200	106	0.15781	0.13676	10.34434	47.12966	0.00000
106	21200	21400	107	0.19046	0.17612	5.77144	22.71075	0.00000
107	21400	21600	108	0.34339	0.31779	5.71999	38.54371	0.00000
108	21600	21800	109	0.23965	0.20711	10.88665	70.20651	0.00000
109	21800	22000	110	0.25694	0.23502	6.48573	37.72094	0.00000
110	22000	22200	111	0.10257	0.08833	10.61576	32.83587	0.00000
111	22200	22400	112	0.19217	0.17447	7.05007	31.92009	0.00000
112	22400	22600	113	0.34589	0.31817	6.21131	43.75184	0.00000
113	22600	22800	114	0.44691	0.42804	3.47379	19.23441	0.00000
114	22800	23000	115	0.36092	0.34350	3.88374	19.71150	0.00000
115	23000	23200	116	0.34744	0.32055	5.92611	41.62311	0.00000
116	23200	23400	117	0.38795	0.37497	2.95257	11.31923	0.00000
117	23400	23600	118	0.28394	0.26984	4.00610	16.69156	0.00000
118	23600	23800	119	0.25977	0.24185	5.27010	26.00889	0.00000
119	23800	24000	120	0.16343	0.14074	10.89005	50.58346	0.00000
120	24000	24200	121	0.12543	0.10895	10.12287	35.68011	0.00000
121	24200	24400	122	0.23487	0.21402	6.72360	36.70206	0.00000
122	24400	24600	123	0.14392	0.12843	8.09797	31.02784	0.00000
123	24600	24800	124	0.14462	0.12611	9.96095	40.17604	0.00000
124	24800	25000	125	0.14695	0.11326	19.76656	98.07179	0.00000
125	25000	25200	126	0.17432	0.15586	8.01542	36.28691	0.00000
126	25200	25400	127	0.13479	0.10258	21.55436	91.90301	0.00000
