#chr	start	end	name	null_scale	alt_scale	alt_subscale	lnlratio	pval
0	0	200	1	0.23073	0.22827	1.60470	0.93447	0.08580
1	200	400	2	0.30776	0.30590	1.33501	0.40581	0.18382
2	400	600	3	0.13765	0.13612	1.63351	0.60014	0.13663
3	600	800	4	0.22819	0.22819	1.00000	0.00000	0.49998
4	800	1000	5	0.29613	0.29613	1.00000	0.00000	0.49999
5	1000	1200	6	0.21673	0.21459	1.56227	0.75518	0.10954
6	1200	1400	7	0.10187	0.10107	1.45089	0.24045	0.24401
7	1400	1600	8	0.12479	0.12370	1.49887	0.35456	0.19987
8	1600	1800	9	0.57120	0.57120	1.00000	0.00000	0.49999
9	1800	2000	10	0.14778	0.14647	1.50889	0.43321	0.17597
10	2000	2200	11	0.14976	0.14845	1.49723	0.41836	0.18017
11	2200	2400	12	0.30870	0.30870	1.00000	0.00000	0.50000
12	2400	2600	13	0.25211	0.25129	1.18037	0.10039	0.32704
13	2600	2800	14	0.22261	0.22193	1.16962	0.07900	0.34551
14	2800	3000	15	0.15960	0.15589	2.35728	2.72726	0.00976
15	3000	3200	16	0.17692	0.17692	1.00000	0.00000	0.49998
16	3200	3400	17	0.22521	0.22521	1.00000	0.00000	0.50000
17	3400	3600	18	0.14999	0.14735	2.01050	1.51924	0.04066
18	3600	3800	19	0.11343	0.11343	1.00000	0.00000	0.49998
19	3800	4000	20	0.07566	0.07443	1.94780	0.70315	0.11784
20	4000	4200	21	0.10459	0.10315	1.79170	0.68740	0.12049
21	4200	4400	22	0.22165	0.22165	1.00000	0.00000	0.50000
22	4400	4600	23	0.20343	0.20343	1.00000	0.00000	0.49999
23	4600	4800	24	0.19311	0.19311	1.00000	0.00000	0.49999
24	4800	5000	25	0.20161	0.20161	1.00000	0.00000	0.49999
25	5000	5200	26	0.18550	0.18550	1.00000	0.00000	0.49998
26	5200	5400	27	0.16696	0.16696	1.00000	0.00000	0.49998
27	5400	5600	28	0.05641	0.05641	1.00000	0.00000	0.49997
28	5600	5800	29	0.11399	0.11399	1.00000	0.00000	0.49998
29	5800	6000	30	0.15827	0.15801	1.08893	0.01527	0.43063
30	6000	6200	31	0.25807	0.25807	1.00000	0.00000	0.50000
31	6200	6400	32	0.07219	0.07218	1.01349	0.00015	0.49316
32	6400	6600	33	0.20322	0.20322	1.00000	0.00000	0.49999
33	6600	6800	34	0.16464	0.16427	1.12820	0.03359	0.39774
34	6800	7000	35	0.09789	0.09789	1.00000	0.00000	0.49998
35	7000	7200	36	0.16095	0.16095	1.00000	0.00000	0.49998
36	7200	7400	37	0.12952	0.12952	1.00000	0.00000	0.49998
37	7400	7600	38	0.13300	0.13279	1.09029	0.01417	0.43315
38	7600	7800	39	0.11734	0.11734	1.00000	0.00000	0.50000
39	7800	8000	40	0.13039	0.12676	2.63377	3.03815	0.00685
40	8000	8200	41	0.15093	0.15093	1.00000	0.00000	0.49998
41	8200	8400	42	0.16440	0.16355	1.29224	0.16121	0.28508
42	8400	8600	43	0.07488	0.07488	1.00000	0.00000	0.49999
43	8600	8800	44	0.16855	0.16855	1.00000	0.00000	0.50000
44	8800	9000	45	0.12338	0.12300	1.17592	0.04856	0.37766
45	9000	9200	46	0.22830	0.22830	1.00000	0.00000	0.49999
46	9200	9400	47	0.20806	0.20649	1.42540	0.43495	0.17549
47	9400	9600	48	0.21770	0.21770	1.00000	0.00000	0.49998
48	9600	9800	49	0.22913	0.22913	1.00000	0.00000	0.50000
49	9800	10000	50	0.13978	0.13701	2.14508	1.78196	0.02952
50	10000	10200	51	0.14321	0.14321	1.00000	0.00000	0.50000
51	10200	10400	52	0.31204	0.31044	1.28215	0.29194	0.22240
52	10400	10600	53	0.17252	0.17165	1.28420	0.16900	0.28049
53	10600	10800	54	0.30307	0.30307	1.00000	0.00000	0.49999
54	10800	11000	55	0.20697	0.20697	1.00000	0.00000	0.49998
55	11000	11200	56	0.11035	0.11035	1.00000	0.00000	0.49999
56	11200	11400	57	0.19361	0.18982	2.12604	2.38463	0.01449
57	11400	11600	58	0.16117	0.16117	1.00000	0.00000	0.49998
58	11600	11800	59	0.07025	0.06952	1.60496	0.27990	0.22717
59	11800	12000	60	0.22684	0.22558	1.31211	0.26484	0.23337
60	12000	12200	61	0.17506	0.17419	1.28350	0.16843	0.28082
61	12200	12400	62	0.17932	0.17785	1.46821	0.43596	0.17521
62	12400	12600	63	0.18735	0.18735	1.00000	0.00000	0.49998
63	12600	12800	64	0.15876	0.15832	1.15610	0.04884	0.37731
64	12800	13000	65	0.13913	0.13899	1.05862	0.00602	0.45630
65	13000	13200	66	0.25088	0.25088	1.00000	0.00000	0.49999
66	13200	13400	67	0.14330	0.14330	1.00000	0.00000	0.49998
67	13400	13600	68	0.26809	0.26809	1.00000	0.00000	0.50000
68	13600	13800	69	0.29056	0.29045	1.01956	0.00123	0.48019
69	13800	14000	70	0.22549	0.22549	1.00000	0.00000	0.49998
70	14000	14200	71	0.12752	0.12752	1.00000	0.00000	0.49998
71	14200	14400	72	0.18297	0.18297	1.00000	0.00000	0.49998
72	14400	14600	73	0.09501	0.09457	1.26375	0.07505	0.34922
73	14600	14800	74	0.29848	0.29848	1.00000	0.00000	0.49999
74	14800	15000	75	0.43449	0.43449	1.00000	0.00000	0.50000
75	15000	15200	76	0.17471	0.17453	1.05680	0.00708	0.45264
76	15200	15400	77	0.28171	0.27869	1.60229	1.11248	0.06790
77	15400	15600	78	0.29609	0.29609	1.00000	0.00000	0.49999
78	15600	15800	79	0.16696	0.16533	1.56027	0.58265	0.14018
79	15800	16000	80	0.18940	0.18940	1.00000	0.00000	0.49999
80	16000	16200	81	0.30278	0.30150	1.23565	0.20339	0.26181
